REFID,OLDREFID,LASTUPDATE,OPERATOR,SITENAME,TECHTYPE,STORTYPE,STCOLREFID,INSTCAP,CHPENAB,ROBAND,FITTARIFF,CFDCAP,TURBCAP,TURBNUM,TURBHT,MOUNTTYPE,DEVSTAT,DEVSTATSHT,ADDRESS,COUNTY,REGION,COUNTRY,POSTCODE,EASTING,NORTHING,PLANAUTH,PLANAPPREF,APPEALREF,SOSREF,SOSINTTYPE,JUDREV,OFFWINDRND,PLANAPPSUB,PLANAPPWD,PLANPREFU,APPEALLODG,APPEALWD,APPEALREFU,APPEALGR,PLANPGR,SOSINT,SOSREFU,SOSGR,PLANPEXP,UNDERCONST,OPDATE,LAT,LNG,OPFLAG,GEOSRC
5964,,30/9/2020,Storas Uibhist,Lochdar Hill Wind Farm,Wind Onshore,,,6.9,,,,,2.30,3,100,,Planning Application Withdrawn,Application Withdrawn,"Iochdar Hill Wind Farm, Lochcarnan, Lochboisdale",Western Isles,Scotland,Scotland,HS8 5,81028,842424,Comhairle nan Eilean Siar Council,15/00515/PPW,,,,,,11/12/2015,26/6/2020,,,,,,,,,,,,,57.360141,-7.306726,N,REPD
5992,,1/7/2016,Private Developer,Orton Park - Extension,Wind Onshore,,,1.6,,,,,0.80,2,87,,Appeal Refused,Application Refused,"Road Leading From Sceughmire to Junction South of Orton Park, Great Orton",Cumbria,North West,England,CA5 6JU,335742,552824,Carlisle City Council,15/0141,APP/E0915/W/16/3141833,,,,,4/3/2015,,14/8/2015,26/1/2016,,3/6/2016,,,,,,,,,54.866054,-3.002711,N,REPD
6005,,21/12/2021,Boralex/Infinergy,Limekiln Wind Farm (resubmission),Wind Onshore,,,88.0,No,,,,4.20,21,139,,Appeal Granted,Awaiting Construction,"Limekilns Estate, Reay, Thurso",Highland,Scotland,Scotland,,298654,961356,Scottish Government (S36),EC00005269,WIN-270-8,,,,,15/6/2016,,,7/4/2017,,,21/6/2019,21/6/2019,,,,,,,58.528469,-3.742057,N,REPD
6013,,27/7/2020,Cenin Renewables,"Parc Stormy, Stormy Down",Wind Onshore,,,2.5,,,,,2.50,1,125,,Under Construction,Under Construction,"Land At Parc Stormy, Stormy Down, Pyle, Bridgend",Mid Glamorgan,Wales,Wales,CF33 4RS,284119,180079,Bridgend County Borough Council,P/15/868/FUL,,,,,,4/1/2016,,,,,,,18/8/2016,,,,,1/11/2019,,51.507724,-3.671144,N,REPD
6021,,6/5/2016,Private Developer,Govals Farm (Resubmission),Wind Onshore,,,4.8,,,,,0.80,6,87,,Planning Permission Refused,Application Refused,"Land North West Of Govals Farm, Kincaldrum, Forfar, Tayside",Angus,Scotland,Scotland,DD8 1TX,342944,743328,Angus Council,16/00055/EIAL,,,,,,1/2/2016,,31/3/2016,,,,,,,,,,,,56.578391,-2.930349,N,REPD
6022,,18/12/2018,Private Developer,Alton Muirhouse Farm,Wind Onshore,,,6.8,,,,,3.40,2,130,,Appeal Refused,Application Refused,"Land Turbines Alton Muirhouse, Newmilns",Strathclyde,Scotland,Scotland,KA16 9LJ,250877,640340,East Ayrshire Council,15/0985/PP,PPA-190-2069,,,,,22/12/2015,,22/6/2018,21/9/2018,,11/12/2018,,,,,,,,,55.633681,-4.370390,N,REPD
6033,,15/1/2018,Clean Earth Energy,Bodtegir,Wind Onshore,,,1.5,,,,,1.50,1,100,,Operational,Operational,"Land at Bodtegir, part of the, Mwdwl Eithin, Nant Bach Wind Farm On Land At, Corwen",Clwyd,Wales,Wales,LL21 9AB,299554,347741,Conwy County Borough Council,0/42466,,,,,,12/2/2016,,,,,,,20/4/2016,,,,20/4/2021,21/6/2017,1/11/2017,53.017526,-3.498789,Y,REPD
6036,,30/9/2020,E.ON Climate and Renewables UK,Lorg Windfarm,Wind Onshore,,,49.5,,,,,3.30,15,130,,Planning Permission Granted,Awaiting Construction,"Lorg Windfarm, Ayr",Strathclyde,Scotland,Scotland,KA6,263239,601647,East Ayrshire Council,15/0935/PP,,,,,,5/1/2016,,,,,,,17/9/2020,,,,17/9/2025,,,55.289895,-4.155146,N,REPD
6044,,1/11/2016,Lower Thura Renewables,Lower Thura,Wind Onshore,,,4.6,,,,,2.30,2,93,,Planning Permission Refused,Application Refused,"Lower Thura, Bower, Wick, Highlands, Scotland",Highland,Scotland,Scotland,KW1 4TP,325234,962304,Highland Council,16/00268/FUL,,,,,,19/1/2016,,6/10/2016,,,,,,,,,,,,58.542362,-3.286085,N,REPD
6057,,3/1/2019,Coriolis Energy/ ESB,Glendye Estate,Wind Onshore,,,104.0,,,,,4.00,26,150,,Planning Application Submitted,Application Submitted,"Glendye Estate, near Fettercairn, Aberdeenshire ",Aberdeen,Scotland,Scotland,,364878,786267,Scottish Government (S36),ECU00000676,,,,,,2/10/2018,,,,,,,,,,,,,,56.966273,-2.579256,N,REPD
6079,,20/9/2018,Infinite Renewables,West of Rhiwfelin Fach Farm,Wind Onshore,,,1.5,,,,,1.50,1,116,,Operational,Operational,"Land to the West of, Rhiwfelin Fach Farm, Llantrisant, Heol Sticil-Y-Beddau, Pontyclun",Mid Glamorgan,Wales,Wales,CF72 8LQ,303640,185362,Rhondda Cynon Taff County Borough Council,16/0124/10,,,,,,8/2/2016,,,,,,,19/7/2016,,,,19/7/2019,1/6/2018,31/8/2018,51.558882,-3.391406,Y,REPD
6080,,1/9/2016,Scottish Enterprise/SSE,Hunterston Test Centre (Phase 2),Wind Onshore,,,8.0,,,,,8.00,1,220,,Planning Application Withdrawn,Application Withdrawn,"Hunterston Construction Yard, Fairlie Largs, Largs",Strathclyde,Scotland,Scotland,KA30 9AG,219008,652726,North Ayrshire Council,16/00060/PP,,,,,,28/1/2016,4/8/2016,,,,,,,,,,,,,55.734010,-4.884150,N,REPD
6082,,21/9/2020,University of St Andrews,Kenly Wind Farm (Resubmission),Wind Onshore,,,12.3,,,,,2.05,6,100,,Planning Permission Granted,Awaiting Construction,"Kenly Farm, Boarhills, St. Andrews, Fife",Fife,Scotland,Scotland,KY16 8PW,355244,713277,Fife Council,16/01425/EIA,,,,,,22/4/2016,,,,,,,25/8/2016,,,,25/8/2019,,,56.309772,-2.724996,N,REPD
6096,,25/6/2020,Renewable Energy Systems (RES),Glengesh Lower Forest (Murley),Wind Onshore,,,20.7,,,,,2.30,9,127,,Planning Permission Granted,Awaiting Construction,"Murley Wind Farm, Townlands of Glengesh Lower Fo, Moysnaght Killygordon Tattanaf, Fivemiletown",Co. Tyrone,Northern Ireland,Northern Ireland,BT75,52824,515310,Northern Ireland Planning Service,LA09/2015/0460/F,,,,,,13/10/2015,,,,,,,8/5/2018,,,,8/5/2021,,,54.414256,-7.352679,N,REPD
6099,,9/12/2021,Buccleuch Estate/ 2020 Renewables,Hopsrig Wind Farm,Wind Onshore,,,42.0,No,,,,3.50,12,140,,Appeal Granted,Awaiting Construction,"7.5Km NW of Langholm, Westerkirk, Langholm",Dumfries and Galloway,Scotland,Scotland,DG13 0A,327484,588675,Dumfries and Galloway Council,17/0415/FUL,PPA-170-2135,,,,,2/3/2017,,17/8/2018,14/11/2018,,,28/1/2019,28/1/2019,,,,28/1/2024,,,55.187019,-3.140458,N,REPD
6106,,18/8/2016,Green Cat Renewables ,Marshill Farm,Wind Onshore,,,1.5,,,,,1.50,1,119,,Operational,Operational,"Farmland to the West of, Draffan Road, Draffanmarshill Farm, Lanark, Strathclyde",South Lanarkshire,Scotland,Scotland,ML11 9PW,278551,645431,South Lanarkshire Council,CL/12/0300,,,,,,9/7/2012,,,,,,,18/12/2013,,,,17/6/2019,1/12/2014,1/8/2015,55.687102,-3.933353,Y,REPD
6119,,12/4/2022,E.ON UK,"Bridge House, Muasdale, Tarbert, Strathclyde",Wind Onshore,,,47.6,,,,,3.40,14,127,,Appeal Granted,Appeal Granted,"Bridge House, Muasdale, Tarbert, Strathclyde",Argyll and Bute,Scotland,Scotland,PA29 6XD,172190,641550,Argyll and Bute Council,16/01313/PP,PPA-130-2064,,,,,18/5/2016,,21/9/2017,20/12/2017,,,18/12/2019,18/12/2019,,,,18/12/2024,,,55.614046,-5.619014,N,REPD
6120,,3/12/2019,Checkley Wood Energy,Checkley Wood Farm,Wind Onshore,,,3.0,,,,,3.00,1,150,,Planning Permission Granted,Awaiting Construction,"Land off A5 at Checkley Wood F, Watling Street, Hockliffe, Leighton Buzzard, Bedfordshire",Bedfordshire,Eastern,England,LU7 9LG,494144,229371,Central Bedfordshire Council,CB/16/01389/FULL,,,,,,20/4/2016,,,,,,,13/9/2017,,,,13/9/2022,,,51.954878,-0.631420,N,REPD
6135,,17/12/2019,RWE,Harryburn Wind Farm,Wind Onshore,,,67.0,,,,,3.60,16,150,,Appeal Refused,Application Refused,"1.3km east of Leadhills, Leadhills Road, Elvanfoot, 1km south-west of Crawford, Biggar, Strathclyde",South Lanarkshire,Scotland,Scotland,ML12 6TE,291570,618905,Scottish Government (S36),EC00005277,WIN-380-1,,,,,17/5/2017,,,23/4/2018,,27/9/2019,,,,,,,,,55.451955,-3.715963,N,REPD
6137,,15/1/2020,FAB Energy,Hameldon Hill Wind Farm (extension 2),Wind Onshore,,,7.1,,,,,2.35,3,100,,Planning Permission Granted,Awaiting Construction,"Land South Of New Barn, Billington Road, Hapton, Burnley, Lancashire",Lancashire,North West,England,BB11 5QQ,381207,429690,Burnley Borough Council,APP/2016/0263,,,,,,13/6/2016,,,,,,,28/7/2017,,,,,,,53.763233,-2.286555,N,REPD
6143,,7/4/2021,Renewable Energy Systems (RES),Corlacky Hill Wind Farm,Wind Onshore,,,36.3,No,,,,3.30,11,150,,Planning Permission Granted,Awaiting Construction,"Corlacky Hill Wind Farm in the, townlands of Corlacky Knockon, Half Gayne and Tirkane near, Maghera",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT46 5NJ,97245,566181,Northern Ireland Planning Service,LA09/2016/0232/F,,,,,,19/5/2016,,,,,,,16/3/2021,,,,,,,54.898303,-6.723211,N,REPD
6147,,16/3/2022,EnergieKontor UK,Pines Burn Wind Farm,Wind Onshore,,,36.0,,,,,3.00,12,145,,Appeal Granted,Awaiting Construction,"Land South West of Lurgiescleuch, Hawick, Borders",Scottish Borders,Scotland,Scotland,TD9 9TW,353795,606879,Scottish Borders Council,17/00010/FUL,PPA-140-2069,,,,,11/1/2017,,6/11/2017,22/12/2017,,,17/8/2018,17/8/2018,,,,,,,55.353745,-2.730272,N,REPD
6154,,29/4/2020,Sperrin Environmental,Lands at Ballyutoag Road,Wind Onshore,,,2.3,,,,,2.30,1,88,,Planning Permission Granted,Awaiting Construction,"Approx 430m North East of no, 60 Ballyutoag Road, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT14 8SR,141422,534979,Northern Ireland Planning Service,LA03/2016/0214/F,,,,,,15/6/2016,,,,,,,20/8/2018,,,,20/8/2023,,,54.643374,-6.008276,N,REPD
6159,,20/7/2018,Windflow UK ,Navidale Estate,Wind Onshore,,,1.0,,,,,0.50,2,46,,Planning Permission Granted,Awaiting Construction,Land 1530M NE Of Caen Cottage Thorpe Helmsdale,Highland,Scotland,Scotland,,303250,918542,Highland Council,16/01959/FUL,,,,,,6/5/2016,,,,,,,4/7/2016,,,,4/7/2019,,,58.145150,-3.645202,N,REPD
6160,,3/12/2019,Cenin Renewables,Llwyncelyn Wind Farm,Wind Onshore,,,5.0,,,,,2.50,2,125,,Planning Permission Granted,Awaiting Construction,"Nythbran House, Hafod Lane, Llwyncelyn, Porth, Mid Glamorgan",Rhondda Cynon Taff,Wales,Wales,CF39 9U,303254,191696,Rhondda Cynon Taff County Borough Council,15/1635/10,,,,,,23/12/2015,,,,,,,24/11/2017,,,,24/11/2022,,,51.615750,-3.398718,N,REPD
6173,,28/7/2016,WhiteRock Energy,Woodlands Wind Farm,Wind Onshore,,,2.6,,,,,0.85,3,70,,Operational,Operational,"Woodlands Farm, Lesmahagow, Lanark",South Lanarkshire,Scotland,Scotland,ML11 0HQ,279826,639404,South Lanarkshire Council,CL/12/0139,,,,,,22/3/2012,,,,,,,22/7/2013,,,,,1/3/2016,28/7/2016,55.633297,-3.910446,Y,REPD
6175,,17/9/2020,EnergieKontor (EKUK),Over Hill Wind Farm,Wind Onshore,,,33.0,,,,,3.00,11,150,,Planning Permission Granted,Awaiting Construction,"Over Hill, New Cumnock, Cumnock, Strathclyde",East Ayrshire,Scotland,Scotland,KA18 4AA,251694,611197,East Ayrshire Council,17/0395/PP,,,,,,26/5/2017,,,,,,,7/5/2020,,,,7/5/2023,,,55.372295,-4.341835,N,REPD
6176,,27/6/2019,Burcote Wind,Longburn Wind Farm,Wind Onshore,,,23.0,,,,,2.30,10,134,,Appeal Refused,Application Refused,"Carsphairn, 7.2km East of, Castle Douglas",Dumfries and Galloway,Scotland,Scotland,DG7 3SN,256642,590350,Dumfries and Galloway Council,16/P/2/0187,PPA-170-2129,,,,,21/6/2016,,13/9/2017,25/10/2017,,14/5/2019,,,,,,,,,55.186585,-4.253196,N,REPD
6177,,7/4/2021,RES Limited,Cairnmore Hill Wind Farm ,Wind Onshore,,,33.6,No,,,,4.20,8,139,,Planning Permission Refused,Application Refused,1580m Se/O Schoolhouse,Highland,Scotland,Scotland,KW14 7XU,305897,968734,Highland Council,20/03833/FUL,,,,,,7/10/2020,,9/3/2021,,,,,,,,,,,,58.596332,-3.620796,N,REPD
6178,,21/9/2020,SgurrEnergy,Sandwick North St Community wind turbine,Wind Onshore,,,5.0,,,,,5.00,1,145,,Planning Permission Granted,Awaiting Construction,"Point And Sandwick Power Beinn, Pentland Drive, Carloway, Isle Of Lewis, Western Isles",Western Isles,Scotland,Scotland,HS2 9AX,121228,941735,Comhairle nan Eilean Siar Council,,,,,,,20/1/2017,,,,,,,5/11/2019,,,,,,,58.275525,-6.756793,N,REPD
6186,,27/11/2018,Island Renewable Energy,Barony ,Wind Onshore,,,9.2,,,,,2.30,4,127,,Appeal Refused,Application Refused,"89 Barony Road and Northstone Quarry at Barong Road, Alddrumman, Townland, Drumnakilly, Mountfield, Omagh",Co. Tyrone,Northern Ireland,Northern Ireland,BT79 7QG,71324,541529,Northern Ireland Planning Service,LA10/2015/0283/F,2017/A0050,,,,,26/6/2015,,19/5/2017,13/6/2017,,10/10/2018,,,,,,,,,54.661264,-7.097975,N,REPD
6187,,26/5/2020,Gaelectric ,Dunbeg Extension,Wind Onshore,,,9.0,,,,,3.00,3,84,,Planning Permission Granted,Awaiting Construction,On lands directly North of A37/ Broad Road to the East of 156 Broad Road and to the West of the operational Dunbeg Windfarm in the townland of Dunbeg Limavady.,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,88740,587124,Northern Ireland Planning Service,LA01/2016/0061/F,,,,,,22/12/2015,,,,,,,27/4/2017,,,,27/4/2022,,,55.080622,-6.878116,N,REPD
6188,,27/9/2019,Gaelectric ,Tullyneil,Wind Onshore,,,13.8,,,,,2.30,6,85,,Planning Application Withdrawn,Application Withdrawn,"Land 80m south of junction of Chalybeate Road and Keady Road (A29) in the townland of Dangary and Tullyneill Newtownhamilton Co Armagh
",Co. Armagh,Northern Ireland,Northern Ireland,,99175,489139,Northern Ireland Planning Service,O/2013/0190/F,,,,,,3/5/2013,23/8/2019,,,,,,,,,,,,,54.209308,-6.614468,N,REPD
6194,,17/12/2019,Green Cat Renewables,Navidale,Wind Onshore,,,15.0,,,,,3.00,5,125,,Appeal Refused,Application Refused,"Land NE of Church of Scotland, West Helmsdale, Helmsdale, Highlands",Highland,Scotland,Scotland,KW8 6HH,303089,915952,Highland Council,17/02436/FUL,PPA-270-2212,,,,,22/5/2017,,11/3/2019,9/6/2019,,23/10/2019,,,,,,,,,58.121862,-3.646862,N,REPD
6207,,2/4/2020,2020 Renewables/ Forsa Energy,Gilston Hill Wind Farm,Wind Onshore,,,21.0,,,,,3.00,7,127,,Appeal Granted,Awaiting Construction, Land North West Of Gilston Farm Heriot Scottish Borders,Scottish Borders,Scotland,Scotland,,344140,657352,Scottish Borders Council,17/00226/FUL,PPA-140-2068,,,,,15/2/2017,,1/2/2017,20/12/2017,,,7/2/2019,7/2/2019,,,,7/2/2022,,,55.806195,-2.892761,N,REPD
6208,,23/9/2020,Muirhall Energy,Tormywheel Wind Farm Extension,Wind Onshore,,,5.0,,,,,2.50,2,127,,Planning Permission Granted,Awaiting Construction,"Tormywheel Wind Farm, Levenseath, Forth ",West Lothian,Scotland,Scotland,ML11 8EP,294590,657692,West Lothian Council,LIVE/0226/FUL/17,,,,,,30/3/2017,,,,,,,6/3/2020,,,,6/3/2025,,,55.800971,-3.683105,N,REPD
6214,,11/1/2022,LE20,Howpark Farm,Wind Onshore,,,20.0,No,,,,2.50,8,100,,Under Construction,Under Construction,"Land North of Howpark Farm, Grantshouse, Duns",Scottish Borders,Scotland,Scotland,TD11 3RP,382529,667205,Scottish Borders Council,16/00980/FUL,PPA-140-2060,,,,,23/8/2016,,24/4/2017,19/7/2017,,,24/4/2018,24/4/2018,,,,,28/3/2021,,55.897644,-2.280963,N,REPD
6219,,5/5/2017,Viridis Wind Turbines,Hoddlesdon Moss (Resubmission),Wind Onshore,,,2.7,,,,,0.90,3,77,,Planning Application Withdrawn,Application Withdrawn,"Hoddlesden Moss, Roman Road, Hoddlesden, Darwen, Lancashire",Lancashire,North West,England,BB3 3PP,372873,420534,Blackburn with Darwen Borough Council,10/16/0704,,,,,,29/6/2016,25/4/2017,,,,,,,,,,,,,53.680573,-2.412165,N,REPD
6235,,4/10/2017,Green Cat Renewables,Hoy Farm,Wind Onshore,,,2.3,,,,,2.30,1,100,,Planning Permission Refused,Application Refused,"Hoy Farm House, Castletown, Thurso",Highland,Scotland,Scotland,KW14 8TD,321236,963110,Highland Council,16/04678/FUL,,,,,,14/10/2016,,20/9/2017,,,,,,,,,,,,58.548892,-3.355023,N,REPD
6249,,30/11/2016,1 Stop Renewables/King Edward Community Services,Cairnandrew Wind Farm (Resubmission),Wind Onshore,,,1.5,,,,,0.50,3,77,,Planning Permission Refused,Application Refused,"Land 500 meters East/South-East of Cairnandrew, Longmanhill, King Edward",Aberdeen,Scotland,Scotland,AB45 3SR,375155,860228,Aberdeenshire Council,APP/2016/1848,PPA-110-2312,,,,,27/6/2016,,28/6/2016,3/9/2016,28/6/2016,,,,,,,,,,57.631297,-2.417709,N,REPD
6259,,5/7/2018,ESB Asset Development UK,Craigneil Hill,Wind Onshore,,,38.0,,,,,3.45,11,135,,Planning Application Submitted,Application Submitted,"Land To The North And North East Of Hillside, Rickarton, Stonehaven",Aberdeen,Scotland,Scotland,AB39 3TA,380100,791000,Aberdeenshire Council,APP/2018/0993,,,,,,1/5/2018,,,,,,,,,,,,,,57.009697,-2.329294,N,REPD
6261,,1/2/2017,Dobies Cumbria,Dobies Business Park,Wind Onshore,,,1.6,,,,,0.40,4,48,,Planning Application Withdrawn,Application Withdrawn,"Dobies Business Park, Lillyhall, Workington",Cumbria,North West,England,CA14 4HX,301552,524811,Allerdale Borough Council,2/2016/0715,,,,,,5/11/2016,24/1/2017,,,,,,,,,,,,,54.608840,-3.525744,N,REPD
6275,,20/8/2020,Fred Olsen Renewables,Rothes Wind Farm III,Wind Onshore,,,150.0,,,,,5.00,29,225,,Planning Application Submitted,Application Submitted,"Land near Rothes village, Moray",Moray,Scotland,Scotland,,321000,848000,Scottish Government (S36),ECU00000474,,,,,,1/2/2019,,,,,,,,,,,,,,57.515242,-3.320399,N,REPD
6284,,2/1/2020,Renewable Energy Systems (RES),Killean,Wind Onshore,,,56.0,,,,,3.29,17,150,,Appeal Refused,Application Refused,Killean Estate approximately 2.5 kilometres (km) east of Tayinloan,Argyll and Bute,Scotland,Scotland,,172668,644646,Scottish Government (S36),EC00005266,WIN-130-3,,,,,9/12/2016,,18/12/2019,20/12/2017,,18/12/2019,,,,,,,,,55.642032,-5.613998,N,REPD
6291,,28/6/2018,Fauch Hill Sustainable Energy ,Fauch Hill,Wind Onshore,,,48.0,,,,,4.00,12,125,,Appeal Refused,Application Refused,"Fauch Hill, West Colzium, Crosswoodburn, West Calder, Lothian",West Lothian,Scotland,Scotland,EH55 8LR,306275,657586,West Lothian Council,LIVE/0235/FUL/17,PPA-400-2084,,,,,3/4/2017,,20/12/2017,16/3/2018,,13/6/2018,,,,,,,,,55.802429,-3.496743,N,REPD
6293,,23/5/2019,Clean Earth Energy,Accolade Wines,Wind Onshore,,,2.5,,,,,1.50,1,130,,Operational,Operational,"Accolade Wines, Kings Weston Lane, Avonmouth, Bristol, Avon",Avon,South West,England,BS11 9FG,352283,180011,Bristol City Council,17/02240/F,,,,,,21/4/2017,,,,,,,1/9/2017,,,,1/9/2020,1/2/2019,15/6/2019,51.516992,-2.689075,Y,REPD
6301,,30/1/2018,Clean Earth,Cwmbargoed Disposal Point,Wind Onshore,,,1.5,,,,,1.50,1,126,,Appeal Refused,Application Refused,"Cwmbargoed Disposal Point, Fochriw Road, Cwmbargoed, Merthyr Tydfil, Mid Glamorgan",Mid Glamorgan,Wales,Wales,CF48 4AE,308888,206171,Merthyr Tydfil County Borough Council,P/17/0004,APP/U6925/A/17/3176287,,,,,9/1/2017,,20/3/2017,27/9/2017,,10/1/2018,,,,,,,,,51.746806,-3.321153,N,REPD
6312,,22/4/2020,ABO Wind UK,Hartwood Windfarm,Wind Onshore,,,21.0,,,,,3.00,7,127,,Appeal Granted,Awaiting Construction,"Land At Murdostoun Forrest & Home Farm, Hartwood, Shotts",North Lanarkshire,Scotland,Scotland,ML7 4JY,284792,659236,North Lanarkshire Council,14/01699/FUL,PPA-320-2113,,,,,25/8/2014,,6/12/2016,31/1/2017,,,24/11/2017,24/11/2017,,,,24/11/2020,,,55.812599,-3.839971,N,REPD
6318,,16/6/2017,Clean Earth Energy,Craigannet Farm Wind Turbine,Wind Onshore,,,1.5,,,,,1.50,1,,,Operational,Operational,Land Some 1600 Metres North West Of Craigannet Farm Fintry,Stirling,Scotland,Scotland,,271250,685550,Stirling Council,15/00211/FUL,,,,,,27/4/2015,,,,,,,16/8/2015,,,,,15/12/2016,31/3/2017,56.045446,-4.068471,Y,REPD
6323,,23/9/2020,Knock and Swordale Community Company,Beinn Thulabaigh Wind Turbine,Wind Onshore,,,5.0,,,,,5.00,1,145,,Planning Permission Granted,Awaiting Construction,"Sandwick North Street (Beinn B, Pentland Road To Achmore, Achmore, Isle Of Lewis, Western Isles)",Western Isles,Scotland,Scotland,HS2,136905,932771,Comhairle nan Eilean Siar Council,19/00209/PPW,,,,,,8/5/2019,,,,,,,21/5/2020,,,,21/5/2025,,,58.204919,-6.480201,N,REPD
6324,,21/9/2020,Wind Prospect Developments,Burnfoot East Wind Farm (further extension),Wind Onshore,,,10.8,,,,,3.60,3,135,,Under Construction,Under Construction,"Site West Of Burnfoot Hill, High Street, Tillicoultry, Central",Clackmannanshire,Scotland,Scotland,FK13 6A,290930,703230,Clackmannanshire Council,17/00026/FULL,,,,,,30/1/2017,,,,,,,27/3/2019,,,,,1/9/2019,,56.209107,-3.759961,N,REPD
6327,,17/9/2020,EnergieKontor UK,Longhill Burn Wind Farm,Wind Onshore,,,45.6,,,,,5.70,8,200,,Planning Permission Granted,Awaiting Construction,"Longhill Burn (west of Pates H, West Calder, Lothian",West Lothian,Scotland,Scotland,EH55,298062,658993,West Lothian Council,0359/FUL/19 ,,,,,,15/4/2019,,,,,,,17/4/2020,,,,17/4/2025,,,55.813401,-3.628233,N,REPD
6335,,27/1/2020,Pennant Walters (MAESX),Maesgwyn Wind Farm - extension (Phase 2),Wind Onshore,,,7.0,,,,,2.30,3,,,Planning Permission Granted,Awaiting Construction,Maesgwyn Wind Farm Between Onllwyn & Glynneath,Neath Port Talbot,Wales,Wales,,286568,205930,Neath Port Talbot County Borough Council,P2014/0733,,,,,,15/8/2014,,,,,,,17/12/2015,,,,17/12/2020,,,51.740562,-3.644248,N,REPD
6336,,17/12/2019,Boralex/Infinergy,Ardtaraig Wind Farm ,Wind Onshore,,,29.4,,,,,4.20,7,137,,Appeal Refused,Application Refused,"Located around 14.5km to the west of Dunoon, near  Loch Striven, adjacent to the Stronafian Community Forest, Strathclyde",Argyll and Bute,Scotland,Scotland,PA23 8RG,203695,685790,Argyll and Bute Council,18/01516/PP,PPA-130-2073,,,,,3/8/2018,,29/3/2019,26/6/2019,,7/11/2019,,,,,,,,,56.024671,-5.151603,N,REPD
6343,,28/3/2018,Private Developer,Penyrheol Las Farm,Wind Onshore,,,1.0,,,,,0.50,2,74,,Appeal Refused,Application Refused,"Pen Yr Heol Las Farm, Heol Las, Caerphilly, Mid Glamorgan",Caerphilly,Wales,Wales,CF83 2TT,313774,191119,Caerphilly County Borough Council,17/0218/FULL,APP/K6920/A/17/3189669,,,,,23/3/2017,,18/5/2017,30/11/2017,,5/3/2018,,,,,,,,,51.612275,-3.246676,N,REPD
6347,,26/3/2020,Barrel Law Windfarm ,Barrel Law Wind Farm,Wind Onshore,,,24.5,,,,,3.50,7,132,,Appeal Refused,Application Refused,"Land South West Of, Whitslade, Ashkirk, Selkirk, Borders",Scottish Borders,Scotland,Scotland,TD7 4PH,341200,617800,Scottish Borders Council,17/01255/FUL,PPA-140-2072,,,,,8/9/2017,,3/9/2018,2/11/2018,,23/12/2019,,,,,,,,,55.450514,-2.931190,N,REPD
6353,,16/5/2019,Private Developer,Beltonanean 2 (resubmission),Wind Onshore,,,2.3,,,,,2.30,1,93,,Appeal Granted,Awaiting Construction,"Beltonanean Mountain, Beltonanean TD, Cookstown, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,BT80 0A,85122,543266,Northern Ireland Planning Service,LA09/2017/0272/F,2017/A0176,,,,,2/3/2017,,4/10/2017,30/11/2017,,,18/4/2018,18/4/2018,,,,,,,54.685621,-6.886714,N,REPD
6363,,12/5/2021,Muirhall Energy,Priestgill Wind Farm,Wind Onshore,,,22.4,No,,,,3.20,7,145,,Appeal Granted,Awaiting Construction,"Priestgill Wind Farm, Little Gill Farm, Abington, Biggar, Strathclyde",South Lanarkshire,Scotland,Scotland,ML12 6RW,295854,625399,South Lanarkshire Council,CL/17/0009,PPA-380-2075,,,,,13/12/2016,,16/8/2017,14/11/2017,,,7/12/2018,7/12/2018,,,,7/12/2021,,,55.511212,-3.650698,N,REPD
6372,,7/4/2021,EDF Energy Renewables/ Force 9 ,Clash Gour,Wind Onshore,,,256.0,No,,,,5.33,48,175,,Planning Permission Refused,Application Refused," located to the southwest, north and east of  Berry Burn ",Moray,Scotland,Scotland,,308050,844900,Scottish Government (S36),ECU00000738,,,,,,3/12/2018,,13/8/2019,,,,,,,,,,,,57.484961,-3.535322,N,REPD
6373,,7/4/2021,Vattenfall,Clashindarroch 2 (extension),Wind Onshore,,,70.0,No,,,,5.00,14,180,,Planning Permission Refused,Application Refused,"Clashindarroch Forest, Huntly, Aberdeenshire",Grampian,Scotland,Scotland,,344000,833000,Scottish Government (S36),ECU00002002,,,,,,23/12/2019,,10/2/2021,,,,,,,,,,,,57.383955,-2.933095,N,REPD
6377,,30/9/2020,Boralex/Infinergy,Lochluichart Extension II,Wind Onshore,,,18.0,,,,,3.00,5,133,,Planning Permission Granted,Awaiting Construction,"Land Between, Lochluichart and Loch Glascarnoc, Garve, ",Highland,Scotland,Scotland,IV23 2PZ,232487,868453,Highland Council,19/01284/FUL,,,,,,11/4/2019,,,,,,,1/7/2020,,,,1/7/2023,,,57.674645,-4.810588,N,REPD
